poll_id,sample_size,population,end_date,state,Biden,Buttigieg,Cheney,Christie,Clinton,Cohen,Cotton,Cruz,Cuban,DeSantis,Haley,Harris,Hawley,Hogan,Kennedy,M. Obama,Manchin,Mapstead,McConaughey,Musk,Newsom,Noem,Oliver,P. Murphy,Pence,Phillips,Pompeo,Pritzker,R. Scott,Ramaswamy,Romney,Rubio,Sanders,Scott,Segal,Shapiro,Stein,Sununu,Swift,Trump,Trump Jr.,Warren,West,Whitmer,Yang,Youngkin
83798,5000,rv,4/24/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83799,5000,rv,4/22/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83800,5000,rv,4/21/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83801,5000,rv,4/20/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83802,5000,rv,4/19/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83803,5000,rv,4/18/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83804,5000,rv,4/17/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83805,5000,rv,4/15/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83806,5000,rv,4/14/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83807,5000,rv,4/13/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83808,5000,rv,4/12/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83809,5000,rv,4/11/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83810,5000,rv,4/10/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83811,5000,rv,4/8/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83812,5000,rv,4/7/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83813,5000,rv,4/6/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83814,5000,rv,4/5/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83815,5000,rv,4/4/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83816,5000,rv,4/3/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83817,5000,rv,4/1/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83818,5000,rv,3/31/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83819,5000,rv,3/30/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83820,5000,rv,3/29/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83821,5000,rv,3/28/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83822,5000,rv,3/27/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83823,5000,rv,3/25/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83824,5000,rv,3/24/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83825,5000,rv,3/23/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83826,5000,rv,3/22/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83827,5000,rv,3/21/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83828,5000,rv,3/20/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83829,5000,rv,3/18/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83830,5000,rv,3/17/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83831,5000,rv,3/16/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83832,5000,rv,3/15/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83833,5000,rv,3/14/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83834,5000,rv,3/13/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83835,5000,rv,3/11/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83836,5000,rv,3/10/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83837,5000,rv,3/9/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83838,5000,rv,3/8/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83839,5000,rv,3/7/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83840,5000,rv,3/6/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83841,5000,rv,3/4/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83842,5000,rv,3/3/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
83843,5000,rv,3/2/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83844,5000,rv,3/1/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83845,5000,rv,2/28/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83846,5000,rv,2/27/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83847,5000,rv,2/26/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83848,5000,rv,2/24/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83849,5000,rv,2/23/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83850,5000,rv,2/22/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83851,5000,rv,2/21/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83852,5000,rv,2/20/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83853,5000,rv,2/18/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83854,5000,rv,2/17/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83855,5000,rv,2/16/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83856,5000,rv,2/15/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83857,5000,rv,2/14/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83858,5000,rv,2/13/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83859,5000,rv,2/11/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83860,5000,rv,2/10/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83861,5000,rv,2/9/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83862,5000,rv,2/8/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83863,5000,rv,2/7/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83864,5000,rv,2/6/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83865,5000,rv,2/4/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83866,5000,rv,2/3/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83867,5000,rv,2/2/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83868,5000,rv,2/1/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83869,5000,rv,1/31/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83870,5000,rv,1/30/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83871,5000,rv,1/28/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83872,5000,rv,1/27/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83873,5000,rv,1/26/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83874,5000,rv,1/25/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83875,5000,rv,1/24/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83876,5000,rv,1/23/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83877,5000,rv,1/21/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83878,5000,rv,1/20/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83879,5000,rv,1/19/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83880,5000,rv,1/11/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83881,5000,rv,1/10/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83882,5000,rv,1/9/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83883,5000,rv,1/7/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83884,5000,rv,1/6/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83885,5000,rv,1/5/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83886,5000,rv,1/4/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83887,5000,rv,1/3/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83888,5000,rv,1/1/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83889,5000,rv,12/31/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83890,5000,rv,12/30/22,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83891,5000,rv,12/29/22,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83892,5000,rv,12/28/22,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83893,5000,rv,12/27/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83894,5000,rv,12/26/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83895,5000,rv,12/25/22,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83896,5000,rv,12/24/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83897,5000,rv,12/23/22,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83898,5000,rv,12/22/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83899,5000,rv,12/21/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83900,5000,rv,12/20/22,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83901,5000,rv,12/19/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83902,5000,rv,12/17/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83903,5000,rv,12/16/22,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83904,5000,rv,12/15/22,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83905,5000,rv,12/14/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83906,5000,rv,12/13/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83907,5000,rv,12/12/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83908,5000,rv,12/10/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83909,5000,rv,12/9/22,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83910,5000,rv,12/8/22,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83911,5000,rv,12/7/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83912,5000,rv,12/6/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83913,5000,rv,12/5/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83914,5000,rv,12/4/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83915,5000,rv,12/3/22,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83916,5000,rv,12/2/22,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83918,600,lv,8/11/23,Michigan,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
83925,1000,rv,8/17/23,"",41.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,42.8333333333333,,,4.6,,,
83938,5000,rv,8/20/23,"",43.5,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83949,803,rv,8/16/23,New York,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,
83950,1240,rv,8/21/23,"",37.5,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
83950,1651,a,8/21/23,"",32.5,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83951,2327,rv,8/21/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
83952,1952,rv,8/21/23,Iowa,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
83961,1113,rv,8/21/23,"",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83961,1116,rv,8/21/23,"",45,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83965,723,rv,8/20/23,Pennsylvania,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
83973,1000,lv,8/23/23,"",40.6666666666667,,,,,,,,,,,40,,,,,7,,,,,,,,,,,,,,,,,,,,,,,44.5,,,5.5,,,
83989,1000,rv,8/26/23,"",41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.15,,,4.2,,,
83991,767,rv,8/24/23,New Mexico,49,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
83993,1004,a,8/25/23,"",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
83995,800,rv,8/21/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
84007,5000,rv,8/27/23,"",43,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84017,702,a,8/15/23,Virginia,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84019,2013,rv,8/26/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84020,1667,rv,8/27/23,"",43.1,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,,,,,,
84020,2029,a,8/27/23,"",38.2,,,,,,,,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3,,,,,,
84039,1303,rv,8/29/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84043,811,rv,8/27/23,Illinois,54,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,
84056,500,rv,8/26/23,Alabama,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,
84067,741,lv,8/17/23,Montana,37.5,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
84074,1500,rv,8/30/23,"",42.5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,43,,,2,,,
84078,1259,rv,8/31/23,"",44.5714285714286,,,44,,,,,,47,49,,,,,,,,,,,,,,46,,,,,45,,,,46,,,,,,47,,,,,,
84084,6000,rv,9/4/23,"",44,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84085,6030,rv,8/29/23,California,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,
84096,1387,rv,9/5/23,"",37.5,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84096,1701,a,9/5/23,"",36,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84097,1022,lv,8/31/23,"",44.5,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84115,1187,lv,9/4/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84115,1500,rv,9/4/23,"",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
84119,914,lv,9/5/23,North Carolina,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84122,6000,rv,9/10/23,"",43.5,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84123,896,rv,9/9/23,Iowa,36.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.75,,,4.7,,,
84136,1334,rv,9/12/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84138,1726,rv,9/11/23,"",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84140,3015,rv,9/11/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84155,1063,lv,6/29/23,"",46,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84156,2018,lv,8/16/23,"",43.5,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
84158,1012,rv,9/12/23,"",44.1428571428571,,,41,,,,,,44,45,,,,,,,,,,,,,,44,,,,,45,,,,43,,,,,,48,,,,,,
84159,2000,lv,9/6/23,"",45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3,,,,,,
84160,,rv,9/14/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
84160,4415,a,9/14/23,"",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
84163,1061,lv,9/11/23,Georgia,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
84165,2103,rv,9/14/23,"",39.5,,,,,,,,,37.5,40,41,,,,,,,,,,,,,37.5,,,,,37.5,,,,37,,,,,,45,,,,,,
84166,700,rv,9/12/23,Michigan,47,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84170,2525,lv,9/15/23,"",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
84172,979,lv,9/13/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84174,6000,rv,9/17/23,"",42.5,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84175,804,rv,9/13/23,New York,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,
84188,1097,rv,9/18/23,"",43.3333333333333,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,34
84190,1125,rv,9/18/23,"",43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.25,,,4.1,,,
84193,676,lv,9/19/23,"",48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7,,,,,,
84194,2018,lv,9/18/23,New Hampshire,48,,,20,,,,,,33,29,,,,,,,,,,,,,,20,,,,,32,,,,34,,,,,,40,,,,,,
84211,622,lv,9/17/23,Pennsylvania,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
84213,1005,rv,9/19/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
84217,1124,lv,9/17/23,"",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84217,1500,rv,9/17/23,"",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,
84224,890,rv,9/20/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
84224,1006,a,9/20/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
84225,1000,rv,9/19/23,"",42.25,,,,,,,,,45,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,,
84226,3015,rv,9/19/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84232,6000,rv,9/24/23,"",42.5,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
84241,1000,lv,9/20/23,"",41,,,,,,,,,43.5,40,,,,,,,,,,39,,,,33,,,,,38,,,,40,,,,,,45,,,,,,
84247,3098,rv,9/18/23,"",47.5,,,,,,,,,32.5,32,,,,,,2,,,,,,,,,,,,,31,,,,,,,,,,38.3333333333333,,,,,,
84250,1293,rv,9/26/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
84250,1500,a,9/26/23,"",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
84252,1146,lv,9/5/23,California,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,
84254,1000,lv,9/26/23,"",39,,,,,,,,,,,41,,,,,6,,,,,,,,,,,,,,,,,,,,,,,44.5,,,5,,,
84269,1000,a,9/11/23,Virginia,37.6666666666667,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,34
84270,679,rv,9/27/23,Michigan,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84271,673,rv,9/26/23,Pennsylvania,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
84272,673,rv,9/26/23,Wisconsin,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
84278,1615,rv,9/29/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
84282,1011,lv,9/28/23,"",40.3333333333333,,,,,,,,,41,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84291,1008,lv,9/24/23,"",38,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
84293,1062,lv,9/25/23,"",42.5,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
84294,5000,rv,10/1/23,"",42.5,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84304,533,rv,10/1/23,California,62.5,,,,,,,,,,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,,,,,,
84307,1137,rv,9/28/23,"",44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
84308,690,lv,9/25/23,"",51,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
84308,868,rv,9/25/23,"",48,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,
84308,1007,a,9/25/23,"",48.5,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
84309,818,rv,9/28/23,Maryland,55.4,,,,,,,,,34.7,36.1,,,,,,,,,,,,,,,,,,,29.2,,,,,,,,,,30.4,,,,,,
84310,2330,lv,10/3/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
